supplier_id,sku,ean,upc,isbn,gtin,name,slug,short_description,description,brand_id,category_id,cost_price,base_price,base_price_tax,special_price,special_price_start,special_price_end,discount_type,discount_value,stock_qty,manage_stock,type,visibility,weight,width,height,length,meta_title,meta_description,meta_keywords,is_featured,is_new,tax_class_id,status,created_at,updated_at,deleted_at
,9180,,,,,Toalhete Refrescante Lim?o,toalhete-refrescante-limao,Produto profissional indicado para toalhete refrescante lim?o.,"Toalhete Refrescante Lim?o Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,29.07,37.75,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,5004,,,,,Suporte de rolo de charcutaria 30cm,suporte-de-rolo-de-charcutaria-30cm,Produto profissional indicado para suporte de rolo de charcutaria 30cm.,"Suporte de rolo de charcutaria 30cm Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,0.00,,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,9011,,,,,Bobine papel alimentar 30cm 6kgs,bobine-papel-alimentar-30cm-6kgs,Produto profissional indicado para bobine papel alimentar 30cm 6kgs.,"Bobine papel alimentar 30cm 6kgs Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,21.68,28.15,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9036,,,,,Palitos NORKEME 500un,palitos-norkeme-500un,Produto profissional indicado para palitos norkeme 500un.,"Palitos NORKEME 500un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,3.47,4.5,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,12001,,,,,Palitos PERSONALIZADO 1000un,palitos-personalizado-1000un,Produto profissional indicado para palitos personalizado 1000un.,"Palitos PERSONALIZADO 1000un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,8.09,10.5,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,12002,,,,,Saco lixo em rolo 30lts,saco-lixo-em-rolo-30lts,Produto profissional indicado para saco lixo em rolo 30lts.,"Saco lixo em rolo 30lts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,0.75,0.98,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,12003,,,,,Saco lixo em rolo 50lts,saco-lixo-em-rolo-50lts,Produto profissional indicado para saco lixo em rolo 50lts.,"Saco lixo em rolo 50lts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,0.75,0.98,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,12022,,,,,Saco lixo em rolo 100lts,saco-lixo-em-rolo-100lts,Produto profissional indicado para saco lixo em rolo 100lts.,"Saco lixo em rolo 100lts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,0.75,0.98,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,12006,,,,,Saco lixo em rolo 60x80 CafÇ,saco-lixo-em-rolo-60x80-cafe,Produto profissional indicado para saco lixo em rolo 60x80 cafÇ.,"Saco lixo em rolo 60x80 CafÇ Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,2.23,2.9,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,12004,,,,,Saco lixo preto 90x120,saco-lixo-preto-90x120,Produto profissional indicado para saco lixo preto 90x120.,"Saco lixo preto 90x120 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.50,1.95,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,12008,,,,,Saco em rolo AD fino 20x30,saco-em-rolo-ad-fino-20x30,Produto profissional indicado para saco em rolo ad fino 20x30.,"Saco em rolo AD fino 20x30 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,2.50,3.25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,1243,,,,,Saco em rolo AD fino 30x40,saco-em-rolo-ad-fino-30x40,Produto profissional indicado para saco em rolo ad fino 30x40.,"Saco em rolo AD fino 30x40 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,4.04,5.25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,12010,,,,,Saco em rolo AD fino 35x50,saco-em-rolo-ad-fino-35x50,Produto profissional indicado para saco em rolo ad fino 35x50.,"Saco em rolo AD fino 35x50 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,4.43,5.75,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,12023,,,,,Saco em rolo BD grosso 30x40,saco-em-rolo-bd-grosso-30x40,Produto profissional indicado para saco em rolo bd grosso 30x40.,"Saco em rolo BD grosso 30x40 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,4.43,5.75,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,12021,,,,,Saco em rolo BD grosso 35x50,saco-em-rolo-bd-grosso-35x50,Produto profissional indicado para saco em rolo bd grosso 35x50.,"Saco em rolo BD grosso 35x50 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,4.62,6,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,12015,,,,,Saco AD aláa branco T0,saco-ad-alca-branco-t0,Produto profissional indicado para saco ad aláa branco t0.,"Saco AD aláa branco T0 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,2.39,3.1,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,12016,,,,,Saco AD aláa branco T1,saco-ad-alca-branco-t1,Produto profissional indicado para saco ad aláa branco t1.,"Saco AD aláa branco T1 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,2.39,3.1,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,12017,,,,,Saco AD aláa branco T3,saco-ad-alca-branco-t3,Produto profissional indicado para saco ad aláa branco t3.,"Saco AD aláa branco T3 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,2.39,3.1,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9003,,,,,Saco fecho press?o 10x15,saco-fecho-pressao-10x15,Produto profissional indicado para saco fecho press?o 10x15.,"Saco fecho press?o 10x15 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,21.41,27.8,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,9022,,,,,Punho Fixo Aáo,punho-fixo-aco,Produto profissional indicado para punho fixo aáo.,"Punho Fixo Aáo Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,8.74,11.35,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9182,,,,,Guia Borracha 35cm,guia-borracha-35cm,Produto profissional indicado para guia borracha 35cm.,"Guia Borracha 35cm Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,6.24,8.1,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,9007,,,,,Guia Borracha 45cm,guia-borracha-45cm,Produto profissional indicado para guia borracha 45cm.,"Guia Borracha 45cm Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,7.24,9.4,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,9307,,,,,Suporte para Peluche,suporte-para-peluche,Produto profissional indicado para suporte para peluche.,"Suporte para Peluche Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,5.58,7.25,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,9002,,,,,Peluche TTS 35cm,peluche-tts-35cm,Produto profissional indicado para peluche tts 35cm.,"Peluche TTS 35cm Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,7.97,10.35,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9242,,,,,Vassoura Caravela Macia Larga,vassoura-caravela-macia-larga,Produto profissional indicado para vassoura caravela macia larga.,"Vassoura Caravela Macia Larga Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,3.43,4.45,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9195,,,,,Vassoura Caravela Macia Pequena,vassoura-caravela-macia-pequena,Produto profissional indicado para vassoura caravela macia pequena.,"Vassoura Caravela Macia Pequena Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,3.04,3.95,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,9123,,,,,Vassoura Preta Rija,vassoura-preta-rija,Produto profissional indicado para vassoura preta rija.,"Vassoura Preta Rija Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,3.27,4.25,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,9090,,,,,Vassoura Lava Carros,vassoura-lava-carros,Produto profissional indicado para vassoura lava carros.,"Vassoura Lava Carros Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,3.43,4.45,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,AGN22,,,,,Tela Urinol Perfumada,tela-urinol-perfumada,Produto profissional indicado para tela urinol perfumada.,"Tela Urinol Perfumada Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,4.60,5.98,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,AGN23,,,,,Bloco WC 5em1 Citrus,bloco-wc-5em1-citrus,Produto profissional indicado para bloco wc 5em1 citrus.,"Bloco WC 5em1 Citrus Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.89,2.45,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,AGN24,,,,,Bloco WC 5em1 Brisa Marinha,bloco-wc-5em1-brisa-marinha,Produto profissional indicado para bloco wc 5em1 brisa marinha.,"Bloco WC 5em1 Brisa Marinha Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.89,2.45,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,9040,,,,,Bloco WC 5em1 Air Monta§a,bloco-wc-5em1-air-montana,Produto profissional indicado para bloco wc 5em1 air monta§a.,"Bloco WC 5em1 Air Monta§a Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.89,2.45,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NK-620F-1,,,,,Ambientador Gota a Gota Maxi Classic 500ml,ambientador-gota-a-gota-maxi-classic-500ml,Produto profissional indicado para ambientador gota a gota maxi classic 500ml.,"Ambientador Gota a Gota Maxi Classic 500ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,10.15,13.18,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,NK-620F-5,,,,,Ambientador l°quido Bouquet 750ml,ambientador-liquido-bouquet-750ml,Produto profissional indicado para ambientador l°quido bouquet 750ml.,"Ambientador l°quido Bouquet 750ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,6.15,7.99,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,AGN08,,,,,Ambientador l°quido Bouquet 5L,ambientador-liquido-bouquet-5l,Produto profissional indicado para ambientador l°quido bouquet 5l.,"Ambientador l°quido Bouquet 5L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,6.15,7.99,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,9001,,,,,Ambientador SUFFLOR gota 125ml,ambientador-sufflor-gota-125ml,Produto profissional indicado para ambientador sufflor gota 125ml.,"Ambientador SUFFLOR gota 125ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,1.90,2.47,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,8009,,,,,Difusor para recargas 250ml,difusor-para-recargas-250ml,Produto profissional indicado para difusor para recargas 250ml.,"Difusor para recargas 250ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,24.06,31.25,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,8010,,,,,Aerosol Ambientador NOA 250ml,aerosol-ambientador-noa-250ml,Produto profissional indicado para aerosol ambientador noa 250ml.,"Aerosol Ambientador NOA 250ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,6.74,8.75,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,8011,,,,,Aerosol Ambientador LIMON 250ml,aerosol-ambientador-limon-250ml,Produto profissional indicado para aerosol ambientador limon 250ml.,"Aerosol Ambientador LIMON 250ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,6.74,8.75,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,8012,,,,,Aerosol Ambientador MIS/FRAIC 250ml,aerosol-ambientador-misfraic-250ml,Produto profissional indicado para aerosol ambientador mis/fraic 250ml.,"Aerosol Ambientador MIS/FRAIC 250ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,6.74,8.75,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9015,,,,,Aerosol Ambientador TEND/EVA 250ml,aerosol-ambientador-tendeva-250ml,Produto profissional indicado para aerosol ambientador tend/eva 250ml.,"Aerosol Ambientador TEND/EVA 250ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,17,,6.74,8.75,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9042,,,,,Balde c/Tampa Basculante 30Lts,balde-ctampa-basculante-30lts,Produto profissional indicado para balde c/tampa basculante 30lts.,"Balde c/Tampa Basculante 30Lts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,11.36,14.75,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9060,,,,,Balde c/Pedal Pequeno WC 6Lts,balde-cpedal-pequeno-wc-6lts,Produto profissional indicado para balde c/pedal pequeno wc 6lts.,"Balde c/Pedal Pequeno WC 6Lts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,5.01,6.5,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9061,,,,,Balde 52L c/Pedal,balde-52l-cpedal,Produto profissional indicado para balde 52l c/pedal.,"Balde 52L c/Pedal Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,26.57,34.5,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9118,,,,,Balde 52L c/Pedal Ecol¢gico,balde-52l-cpedal-ecologico,Produto profissional indicado para balde 52l c/pedal ecol¢gico.,"Balde 52L c/Pedal Ecol¢gico Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,38.12,49.5,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,9278,,,,,Balde 80L c/Pedal,balde-80l-cpedal,Produto profissional indicado para balde 80l c/pedal.,"Balde 80L c/Pedal Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,38.12,49.5,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,NP33277,,,,,Balde 80L c/Pedal c/Rodas,balde-80l-cpedal-crodas,Produto profissional indicado para balde 80l c/pedal c/rodas.,"Balde 80L c/Pedal c/Rodas Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,45.82,59.5,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NP33369,,,,,Escova WC Preto KUKUS,escova-wc-preto-kukus,Produto profissional indicado para escova wc preto kukus.,"Escova WC Preto KUKUS Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.73,2.25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NP00088,,,,,Escova WC Completo BIG,escova-wc-completo-big,Produto profissional indicado para escova wc completo big.,"Escova WC Completo BIG Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.73,2.25,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,9009,,,,,Escova WC Sibila Branco,escova-wc-sibila-branco,Produto profissional indicado para escova wc sibila branco.,"Escova WC Sibila Branco Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,4.97,6.45,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9269,,,,,Carro de Lavagem 2x25Lts,carro-de-lavagem-2x25lts,Produto profissional indicado para carro de lavagem 2x25lts.,"Carro de Lavagem 2x25Lts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,103.95,135,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9104,,,,,Carro de Lavagem 1x25Lts,carro-de-lavagem-1x25lts,Produto profissional indicado para carro de lavagem 1x25lts.,"Carro de Lavagem 1x25Lts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,76.23,99,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9024,,,,,Pináa para Mopas,pinca-para-mopas,Produto profissional indicado para pináa para mopas.,"Pináa para Mopas Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,4.70,6.1,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NP62284,,,,,Esfregona Mopa c/Banda 400grs,esfregona-mopa-cbanda-400grs,Produto profissional indicado para esfregona mopa c/banda 400grs.,"Esfregona Mopa c/Banda 400grs Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,11,,4.24,5.5,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,7001,,,,,Aviso Piso Molhado PT/EN,aviso-piso-molhado-pten,Produto profissional indicado para aviso piso molhado pt/en.,"Aviso Piso Molhado PT/EN Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,8.86,11.5,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,7002,,,,,Saboneteira CLEANLINE 800ml ABS,saboneteira-cleanline-800ml-abs,Produto profissional indicado para saboneteira cleanline 800ml abs.,"Saboneteira CLEANLINE 800ml ABS Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,11.55,15,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,7003,,,,,Toalheiro ZIG-ZAG ABS,toalheiro-zig-zag-abs,Produto profissional indicado para toalheiro zig-zag abs.,"Toalheiro ZIG-ZAG ABS Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,11.55,15,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,7004,,,,,Porta Rolos JUMBO ABS,porta-rolos-jumbo-abs,Produto profissional indicado para porta rolos jumbo abs.,"Porta Rolos JUMBO ABS Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,11.55,15,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,7005,,,,,Dispensador Rolos ChaminÇ,dispensador-rolos-chamine,Produto profissional indicado para dispensador rolos chaminÇ.,"Dispensador Rolos ChaminÇ Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,19.25,25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,7010,,,,,Dispensador Auto Corte ABS Branco,dispensador-auto-corte-abs-branco,Produto profissional indicado para dispensador auto corte abs branco.,"Dispensador Auto Corte ABS Branco Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,14,,50.05,65,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,7011,,,,,Porta Bobine Industrial Mural,porta-bobine-industrial-mural,Produto profissional indicado para porta bobine industrial mural.,"Porta Bobine Industrial Mural Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,26.76,34.75,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
